score,reason,title,company,location,source,url,posted
0,scoring failed,"Android Engineer, Terminal OS Platform",stripe,"San Francisco, Seattle",greenhouse,https://stripe.com/jobs/search?gh_jid=7557403,2026-08-06T12:09:58-04:00
0,scoring failed,APAC Executive Marketing,stripe,"Singapore, Sydney",greenhouse,https://stripe.com/jobs/search?gh_jid=7764914,2026-08-06T12:10:01-04:00
0,scoring failed,Art Director,stripe,Bengaluru,greenhouse,https://stripe.com/jobs/search?gh_jid=7823683,2026-08-06T12:10:02-04:00
0,scoring failed,"AutoFile Specialist, Tax",stripe,US-Remote ,greenhouse,https://stripe.com/jobs/search?gh_jid=8076623,2026-08-06T12:10:17-04:00
0,scoring failed,AV Events Manager,stripe,US-SF,greenhouse,https://stripe.com/jobs/search?gh_jid=8078126,2026-08-06T12:10:17-04:00
0,scoring failed,"Backend / API Engineer, Metronome (Billing)",stripe,"Toronto, Canada",greenhouse,https://stripe.com/jobs/search?gh_jid=7737237,2026-08-06T12:10:01-04:00
0,scoring failed,"Backend/API Engineer, Money as a Service",stripe,United Kingdom,greenhouse,https://stripe.com/jobs/search?gh_jid=7369543,2026-08-06T12:09:55-04:00
0,scoring failed,"Backend/API Engineer, Money as a Service",stripe,US,greenhouse,https://stripe.com/jobs/search?gh_jid=6176758,2026-08-06T12:09:50-04:00
0,scoring failed,"Backend Engineer, AI Security",stripe,"New York, San Francisco, Seattle, or Remote (US/Canada)",greenhouse,https://stripe.com/jobs/search?gh_jid=7826765,2026-08-06T12:10:02-04:00
0,scoring failed,"Backend Engineer/API, Payments and Risk",stripe,"Dublin, Ireland",greenhouse,https://stripe.com/jobs/search?gh_jid=4921361,2026-08-06T12:09:47-04:00
0,scoring failed,"Backend Engineer, Billing/Tax",stripe,N/A,greenhouse,https://stripe.com/jobs/search?gh_jid=7217048,2026-08-06T12:09:50-04:00
0,scoring failed,"Backend Engineer, Core Technology",stripe,"US-Remote, Chicago, Seattle, San Francisco",greenhouse,https://stripe.com/jobs/search?gh_jid=6042172,2026-08-06T12:09:50-04:00
0,scoring failed,"Backend Engineer, Core Technology",stripe,Dublin,greenhouse,https://stripe.com/jobs/search?gh_jid=6686634,2026-08-06T12:09:52-04:00
0,scoring failed,"Backend Engineer, Credit Decisions",stripe,"Chicago, IL ",greenhouse,https://stripe.com/jobs/search?gh_jid=8084195,2026-08-06T12:10:17-04:00
0,scoring failed,"Backend Engineer, Data",stripe,Canada,greenhouse,https://stripe.com/jobs/search?gh_jid=7913700,2026-08-06T12:10:06-04:00
0,scoring failed,"Backend Engineer, Developer SDKs (Golang)",stripe,N/A,greenhouse,https://stripe.com/jobs/search?gh_jid=7557899,2026-08-06T12:09:55-04:00
0,scoring failed,"Backend Engineer, Payments and Risk",stripe,US,greenhouse,https://stripe.com/jobs/search?gh_jid=7232592,2026-08-06T12:09:54-04:00
0,scoring failed,"Backend Engineer, Payments and Risk",stripe,US,greenhouse,https://stripe.com/jobs/search?gh_jid=6163230,2026-08-06T12:09:50-04:00
0,scoring failed,"Backend Engineer, Privy",stripe,NYC-Privy,greenhouse,https://stripe.com/jobs/search?gh_jid=7235875,2026-08-06T12:09:54-04:00
0,scoring failed,"Brand Producer, Link",stripe,US,greenhouse,https://stripe.com/jobs/search?gh_jid=7991528,2026-08-06T13:03:04-04:00
0,scoring failed,Bridge - Operations Associate,stripe,Bengaluru,greenhouse,https://stripe.com/jobs/search?gh_jid=7179634,2026-08-06T12:09:53-04:00
0,scoring failed,"Business Development Manager, Agentic Commerce",stripe,"San Francisco, CA; Seattle, WA; New York, NY; Chicago, IL; Atlanta, GA",greenhouse,https://stripe.com/jobs/search?gh_jid=7524334,2026-08-06T12:09:57-04:00
0,scoring failed,Business Partner Analyst,stripe,"US-SF, US-Seattle, US-NYC, US-Chicago, US-Georgia or US-Remote",greenhouse,https://stripe.com/jobs/search?gh_jid=8079783,2026-08-06T12:10:17-04:00
0,scoring failed,"Business Partner Analyst,  Financial Enablement",stripe,"Dublin, Ireland",greenhouse,https://stripe.com/jobs/search?gh_jid=7874654,2026-08-06T12:10:03-04:00
0,scoring failed,Business Value Consultant,stripe,US-Remote,greenhouse,https://stripe.com/jobs/search?gh_jid=8097051,2026-08-06T12:10:19-04:00
0,scoring failed,Business Value Scale Analyst,stripe,US-Remote,greenhouse,https://stripe.com/jobs/search?gh_jid=8097047,2026-08-06T12:10:18-04:00
0,scoring failed,Chief Compliance Officer (APAC),stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=8023529,2026-08-06T12:10:12-04:00
0,scoring failed,Client Platform Security Engineer,stripe,"New York, New York ",greenhouse,https://stripe.com/jobs/search?gh_jid=7982720,2026-08-07T12:17:45-04:00
0,scoring failed,Cloud Security Engineer,stripe,Seattle,greenhouse,https://stripe.com/jobs/search?gh_jid=7867389,2026-08-06T12:10:03-04:00
0,scoring failed,Commercial Counsel,stripe,United States,greenhouse,https://stripe.com/jobs/search?gh_jid=7589402,2026-08-06T12:09:59-04:00
0,scoring failed,"Commercial Counsel, EMEA",stripe,Paris,greenhouse,https://stripe.com/jobs/search?gh_jid=8092304,2026-08-06T12:10:18-04:00
0,scoring failed,Commercial Solutions Program Manager,stripe,"Chicago, IL , Remote",greenhouse,https://stripe.com/jobs/search?gh_jid=8059784,2026-08-06T12:10:15-04:00
0,scoring failed,"Compliance Manager, User Enablement",stripe,Dublin OR London,greenhouse,https://stripe.com/jobs/search?gh_jid=7530580,2026-08-06T12:09:57-04:00
0,scoring failed,Consumer Operations Associate,stripe,Mexico City,greenhouse,https://stripe.com/jobs/search?gh_jid=7967890,2026-08-06T12:10:09-04:00
0,scoring failed,"Consumer Operations, Program Manager",stripe,"New York, NY",greenhouse,https://stripe.com/jobs/search?gh_jid=8074923,2026-08-06T12:10:16-04:00
0,scoring failed,"Consumer Product Marketing Lead, Link",stripe,"San Fransisco, New York, Seattle, Chicago, Remote US",greenhouse,https://stripe.com/jobs/search?gh_jid=7947510,2026-08-06T12:09:58-04:00
0,scoring failed,Contracting Operations Specialist,stripe,Bengaluru,greenhouse,https://stripe.com/jobs/search?gh_jid=7941890,2026-08-06T12:10:07-04:00
0,scoring failed,Corporate Accounting,stripe,"San Francisco, Seattle ",greenhouse,https://stripe.com/jobs/search?gh_jid=7618067,2026-08-06T12:09:59-04:00
0,scoring failed,Corporate Communications,stripe,"DC, SF, NYC",greenhouse,https://stripe.com/jobs/search?gh_jid=7827403,2026-08-06T12:10:02-04:00
0,scoring failed,Corporate Development M&A Integration Manager,stripe,"SF, NYC",greenhouse,https://stripe.com/jobs/search?gh_jid=8065818,2026-08-06T12:10:16-04:00
0,scoring failed,"Creative Director, Event Design",stripe,US,greenhouse,https://stripe.com/jobs/search?gh_jid=8001909,2026-08-06T12:10:11-04:00
0,scoring failed,"Credit Risk Analyst Commercial Underwriter, West Coast",stripe,"Chicago, US-Remote, Canada-Remote",greenhouse,https://stripe.com/jobs/search?gh_jid=7540441,2026-08-06T12:09:58-04:00
0,scoring failed,"Credit Risk Analyst, EMEA Underwriting",stripe,Dublin,greenhouse,https://stripe.com/jobs/search?gh_jid=7697969,2026-08-06T12:10:00-04:00
0,scoring failed,"Credit Risk Analyst, North American Underwriter",stripe,"Toronto, Remote-Canada ",greenhouse,https://stripe.com/jobs/search?gh_jid=7612192,2026-08-06T12:09:59-04:00
0,scoring failed,Credit Risk Operations Associate,stripe,Bangalore ,greenhouse,https://stripe.com/jobs/search?gh_jid=8104748,2026-08-07T04:58:44-04:00
0,scoring failed,Credit Risk Operations Associate (CDMX),stripe,Mexico City,greenhouse,https://stripe.com/jobs/search?gh_jid=7456167,2026-08-06T12:09:57-04:00
0,scoring failed,Credit Risk Strategy and Analytics,stripe,Canada,greenhouse,https://stripe.com/jobs/search?gh_jid=8044686,2026-08-06T12:10:14-04:00
0,scoring failed,Credit Risk Strategy and Analytics,stripe,United States ,greenhouse,https://stripe.com/jobs/search?gh_jid=8052468,2026-08-06T12:10:14-04:00
0,scoring failed,Crypto Product Accounting,stripe,"San Francisco, Seattle, New York",greenhouse,https://stripe.com/jobs/search?gh_jid=7774312,2026-08-06T12:10:01-04:00
0,scoring failed,"Customer Funds Reconciliation and Safeguarding Specialist, Luxembourg",stripe,Luxembourg,greenhouse,https://stripe.com/jobs/search?gh_jid=7587353,2026-08-06T12:09:59-04:00
0,scoring failed,Customer Success Manager,stripe,London,greenhouse,https://stripe.com/jobs/search?gh_jid=7810205,2026-08-06T12:10:02-04:00
0,scoring failed,Customer Success Manager,stripe,London,greenhouse,https://stripe.com/jobs/search?gh_jid=8009536,2026-08-06T12:09:57-04:00
0,scoring failed,"Customer Success Manager, Enterprise",stripe,"Chicago, IL; Atlanta, GA",greenhouse,https://stripe.com/jobs/search?gh_jid=6558993,2026-08-06T13:20:10-04:00
0,scoring failed,Customer Success Manager (French speaking),stripe,London,greenhouse,https://stripe.com/jobs/search?gh_jid=7925790,2026-08-06T12:09:57-04:00
0,scoring failed,Customer Success Manager (German speaking),stripe,London,greenhouse,https://stripe.com/jobs/search?gh_jid=7522783,2026-08-06T12:09:57-04:00
0,scoring failed,"Customer Success Manager, Key Accounts",stripe,"San Francisco, CA",greenhouse,https://stripe.com/jobs/search?gh_jid=8104481,2026-08-07T19:37:08-04:00
0,scoring failed,"Customer Success Manager, Metronome",stripe,London,greenhouse,https://stripe.com/jobs/search?gh_jid=8074199,2026-08-06T12:10:16-04:00
0,scoring failed,"Customer Success Manager, Radar",stripe,"Chicago, IL; Atlanta, GA; San Francisco, CA; Seattle, WA; New York, NY",greenhouse,https://stripe.com/jobs/search?gh_jid=8049910,2026-08-06T12:10:14-04:00
0,scoring failed,"Customer Success Manager, Revenue Suite",stripe,"San Francisco, CA; Chicago, IL; Seattle, WA; New York, NY ",greenhouse,https://stripe.com/jobs/search?gh_jid=8052814,2026-08-07T19:07:15-04:00
0,scoring failed,Customer Success Manager (Spanish speaking),stripe,London,greenhouse,https://stripe.com/jobs/search?gh_jid=7925821,2026-08-06T12:09:57-04:00
0,scoring failed,Data Analyst,stripe,Mexico City,greenhouse,https://stripe.com/jobs/search?gh_jid=7978488,2026-08-06T12:10:09-04:00
0,scoring failed,"Data Analyst, Financial Data Engineering",stripe,New York,greenhouse,https://stripe.com/jobs/search?gh_jid=8070572,2026-08-06T12:10:16-04:00
0,scoring failed,"Data Analyst, Payments",stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=8044924,2026-08-07T12:28:28-04:00
0,scoring failed,"Data Science Manager, Finance and Strategy",stripe,"Seattle, WA OR New York, NY OR Remote North America",greenhouse,https://stripe.com/jobs/search?gh_jid=7440963,2026-08-06T12:09:56-04:00
0,scoring failed,"Data Science Manager, Risk",stripe,Bengaluru,greenhouse,https://stripe.com/jobs/search?gh_jid=7923653,2026-08-06T12:10:06-04:00
0,scoring failed,"Data Scientist, Core Infrastructure",stripe,Seattle,greenhouse,https://stripe.com/jobs/search?gh_jid=8080614,2026-08-06T12:09:48-04:00
0,scoring failed,"Data Scientist, Fraud",stripe,Toronto,greenhouse,https://stripe.com/jobs/search?gh_jid=8113100,2026-08-06T16:51:47-04:00
0,scoring failed,"Data Scientist, Global Growth",stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=8043052,2026-08-06T12:10:14-04:00
0,scoring failed,"Data Scientist, Link",stripe,Toronto,greenhouse,https://stripe.com/jobs/search?gh_jid=8112966,2026-08-06T16:51:58-04:00
0,scoring failed,"Data Scientist, Payments",stripe,Dublin,greenhouse,https://stripe.com/jobs/search?gh_jid=8018297,2026-08-06T12:10:12-04:00
0,scoring failed,Deal Pricing,stripe,Mexico City,greenhouse,https://stripe.com/jobs/search?gh_jid=7998031,2026-08-06T12:10:10-04:00
0,scoring failed,Deal Pricing,stripe,US-Remote,greenhouse,https://stripe.com/jobs/search?gh_jid=7685049,2026-08-06T12:10:00-04:00
0,scoring failed,Deal Pricing Strategist,stripe,"San Francisco, California",greenhouse,https://stripe.com/jobs/search?gh_jid=8080240,2026-08-06T12:10:17-04:00
0,scoring failed,Deal Strategist,stripe,US REMOTE,greenhouse,https://stripe.com/jobs/search?gh_jid=7958087,2026-08-06T12:10:08-04:00
0,scoring failed,Deal Strategist,stripe,US-Remote,greenhouse,https://stripe.com/jobs/search?gh_jid=7958150,2026-08-06T12:10:08-04:00
0,scoring failed,"Design Engineer, Presence",stripe,"US, Canada",greenhouse,https://stripe.com/jobs/search?gh_jid=7144975,2026-08-06T12:09:53-04:00
0,scoring failed,"Designer, Web Presence & Platform",stripe,US / Cananda,greenhouse,https://stripe.com/jobs/search?gh_jid=7977745,2026-08-06T12:10:09-04:00
0,scoring failed,EMEA Deal Pricing Strategist,stripe,London/Dublin,greenhouse,https://stripe.com/jobs/search?gh_jid=7960873,2026-08-06T12:10:08-04:00
0,scoring failed,EMEA Regulatory Counsel,stripe,"Dubai , UAE",greenhouse,https://stripe.com/jobs/search?gh_jid=7814947,2026-08-06T12:10:02-04:00
0,scoring failed,Employee Relations & HR Compliance Specialist,stripe,Dublin,greenhouse,https://stripe.com/jobs/search?gh_jid=8041850,2026-08-06T12:10:14-04:00
0,scoring failed,Employee Relations Partner,stripe,Mexico City,greenhouse,https://stripe.com/jobs/search?gh_jid=7175216,2026-08-06T12:09:53-04:00
0,scoring failed,"Engagement Manager, Professional Services (SEA/GCN)",stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=8102337,2026-08-08T13:18:46-04:00
0,scoring failed,"Engineering Manager, AI Conversation Platform",stripe,"Toronto, Canada",greenhouse,https://stripe.com/jobs/search?gh_jid=7943804,2026-08-06T12:10:08-04:00
0,scoring failed,"Engineering Manager, APAC & EMEA Cards",stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=7841757,2026-08-06T12:10:02-04:00
0,scoring failed,Engineering Manager - Core Performance,stripe,"Sydney, Australia",greenhouse,https://stripe.com/jobs/search?gh_jid=7835108,2026-08-06T12:10:02-04:00
0,scoring failed,"Engineering Manager, Forward Deployed (Privy)",stripe,NYC-Privy,greenhouse,https://stripe.com/jobs/search?gh_jid=7947546,2026-08-06T12:10:08-04:00
0,scoring failed,"Engineering Manager, Metronome (Billing)",stripe,"Toronto, Canada",greenhouse,https://stripe.com/jobs/search?gh_jid=7737243,2026-08-06T12:10:01-04:00
0,scoring failed,"Engineering Manager, Operator Tooling",stripe,Bucharest,greenhouse,https://stripe.com/jobs/search?gh_jid=7475396,2026-08-06T12:09:57-04:00
0,scoring failed,"Engineering Manager, Payments",stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=8104767,2026-08-06T12:10:02-04:00
0,scoring failed,"Engineering Manager, Product (Privy)",stripe,NYC-Privy,greenhouse,https://stripe.com/jobs/search?gh_jid=7913545,2026-08-06T12:10:06-04:00
0,scoring failed,"Engineering Manager, Sales Systems",stripe,Bengaluru,greenhouse,https://stripe.com/jobs/search?gh_jid=7525370,2026-08-06T12:09:57-04:00
0,scoring failed,"Engineering Manager, Startup Products",stripe,N/A,greenhouse,https://stripe.com/jobs/search?gh_jid=8090147,2026-08-06T12:10:18-04:00
0,scoring failed,"Engineering Manager, Tax Platform",stripe,"San Francisco, California",greenhouse,https://stripe.com/jobs/search?gh_jid=8080238,2026-08-06T12:10:17-04:00
0,scoring failed,"Engineering Manager, Terminal",stripe,"Toronto, Canada",greenhouse,https://stripe.com/jobs/search?gh_jid=7769005,2026-08-06T12:10:01-04:00
0,scoring failed,Enterprise Account Executive -Grower,stripe,Sydney or Melbourne,greenhouse,https://stripe.com/jobs/search?gh_jid=8102346,2026-08-06T20:22:24-04:00
0,scoring failed,Enterprise Account Executive (Hunter FSI),stripe,Sydney Or Melbourne,greenhouse,https://stripe.com/jobs/search?gh_jid=7693271,2026-08-06T12:10:00-04:00
0,scoring failed,"Enterprise Account Executive, Iberia",stripe,"Madrid, Barcelona ",greenhouse,https://stripe.com/jobs/search?gh_jid=7908925,2026-08-06T12:10:04-04:00
0,scoring failed,"Enterprise Account Executive, Privy",stripe,NYC-Privy,greenhouse,https://stripe.com/jobs/search?gh_jid=8063657,2026-08-06T12:10:15-04:00
0,scoring failed,"Enterprise Account Executive, Revenue Suite",stripe,Sydney,greenhouse,https://stripe.com/jobs/search?gh_jid=8029128,2026-08-06T12:10:13-04:00
0,scoring failed,Enterprise Paid Digital Marketing Manager,stripe,"US: SF Bay Area, Seattle, New York, US Remote; Canada",greenhouse,https://stripe.com/jobs/search?gh_jid=7617049,2026-08-06T12:09:59-04:00
0,scoring failed,Enterprise Product Support Manager,stripe,Singapore,greenhouse,https://stripe.com/jobs/search?gh_jid=7894387,2026-08-06T12:10:03-04:00
0,scoring failed,"Enterprise Risk Management (ERM) Program & Automation Lead, MALPB",stripe,US-Remote,greenhouse,https://stripe.com/jobs/search?gh_jid=7742552,2026-08-07T11:30:58-04:00
0,scoring failed,Entity Controller,stripe,Dublin,greenhouse,https://stripe.com/jobs/search?gh_jid=8070480,2026-08-06T12:10:16-04:00
0,scoring failed,Executive Compensation Business Partner,stripe,"Chicago, Atlanta, US-Remote",greenhouse,https://stripe.com/jobs/search?gh_jid=8036761,2026-08-06T12:10:13-04:00
0,scoring failed,"Executive Engagement Lead, Office of the CRO",stripe,"NYC, SF, SEA, CHI, Remote",greenhouse,https://stripe.com/jobs/search?gh_jid=8027651,2026-08-06T12:10:13-04:00
0,scoring failed,Executive Lifecycle Marketing Manager,stripe,San Francisco or New York or US-Remote,greenhouse,https://stripe.com/jobs/search?gh_jid=7932062,2026-08-06T12:10:07-04:00
